station_name,station_id,real_time,active?,owner,owner_2,maintainer,project,latitude,longitude,elevation_ft,transmit_time,mesowest_link,station_type,hydrologic,weather,coastal,experimental_plot,seismometer,satellite,precipitation,temperature,data_provider,dew_point,wind,visability,sky_conditions,sea_level_pressure,wave_swell_height,altimeter_reading,snow_amount,heated,seasonal,reliable_forcsting,precip_reliable,temp_reliable,wind_reliable,dewpoint_reliable,additional_information,web_link,contact_person,contact_email,device_specific_details
"McGinnis, Bog, Pod 2",541,Unknown,Active,U.S. Forest Service,,,Juneau Carbon,58.44719,-134.644,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,David D'Amore,david.v.damore@usda.gov,Differentially corrected Trimble ProXT GPS points.
"McGinnis, Forested Wetland, Plot 3",527,Unknown,Active,U.S. Forest Service,,,Juneau Carbon,58.44766,-134.642,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,David D'Amore,david.v.damore@usda.gov,Differentially corrected Trimble ProXT GPS points.
"McGinnis, Forested Wetland, Plot 2",526,Unknown,Active,U.S. Forest Service,,,Juneau Carbon,58.44789,-134.643,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,David D'Amore,david.v.damore@usda.gov,Differentially corrected Trimble ProXT GPS points.
"McGinnis, Forested Wetland, Plot 1",531,Unknown,Active,U.S. Forest Service,,,Juneau Carbon,58.44823,-134.644,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,David D'Amore,david.v.damore@usda.gov,Differentially corrected Trimble ProXT GPS points.
Glacier Bay Fuel Dock,BLTA2,Yes,Active,National Oceanic and Atmospheric Administration,The Bureau of Land Management,,Coastal-Marine Automated Network,58.455,-135.888,5,:00,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=BLTA2&unit=0&time=LOCAL,Coastal-Marine Automated Network,Yes,Yes,Yes,No,No,No,Yes,Yes,National Weather Service,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,"2.0m Temperature °F, 2.0m Dew Point ° F, 2.0m Wet bulb temperature ° F, 2.0m Relative Humidity %, 6.1m Wind Speed mph, 6.1m Wind Gust mph, 6.1m Wind Direction, Solar Radiation W/m*m, Precipitation accumulated in , Quality Control

""The Coastal-Marine Automated Network (C-MAN) is a meteorological observation network along the coastal United States. Consisting of about sixty stations installed on lighthouses, at capes and beaches, on near shore islands, and on offshore platforms, the stations record atmospheric pressure, wind direction, speed and gust, and air temperature; however, some C-MAN stations are designed to also measure sea surface temperature, water level, waves, relative humidity, precipitation, and visibility.

The network is maintained by the National Data Buoy Center (NDBC) of the National Weather Service (NWS), which is part of National Oceanic and Atmospheric Administration (NOAA), and data is ingested into numerical weather prediction computer models. It was created in the early 1980s to maintain observations that were about to be discontinued by other programs. Data is processed and transmitted similarly to the moored buoy system.

In 2002, C-MAN was added to the NOAA Observing System Architecture (NOSA).""",https://www.weather.gov/wrh/timeseries?site=BLTA2,Unknown,Unknown,Unknown
Glacier Bay Inner Dock,GBIA2,Unknown,Inactive,National Park Service,,,Remote Automated Weather Station,58.456389,-135.869722,34,Unknown,Unknown,Weather Station,Unknown,Unknown,No,No,No,No,Unknown,Unknown,National Weather Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown
"Peterson, Upland, Plot 1",522,Unknown,Active,U.S. Forest Service,,,Juneau Carbon,58.45694,-134.752,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,David D'Amore,david.v.damore@usda.gov,Differentially corrected Trimble ProXT GPS points.
"Glacier Bay, Lester Island, 117",23,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.45704,-135.932,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Lester Island, 118",22,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.45735,-135.931,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Peterson, Upland, Plot 2",520,Unknown,Active,U.S. Forest Service,,,Juneau Carbon,58.45749,-134.752,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,David D'Amore,david.v.damore@usda.gov,Differentially corrected Trimble ProXT GPS points.
"Glacier Bay, Lester Island, 134",21,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.45753,-135.932,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Lester Island, 119",20,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.45794,-135.93,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Peterson, Upland, Plot 3",521,Unknown,Active,U.S. Forest Service,,,Juneau Carbon,58.45802,-134.752,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,David D'Amore,david.v.damore@usda.gov,Differentially corrected Trimble ProXT GPS points.
"Glacier Bay, Lester Island, 120",19,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.45849,-135.929,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Lester Island, 133",18,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.4588,-135.93,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Lester Island, 132",16,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.45937,-135.931,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Lester Island, 121",17,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.45943,-135.928,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
Suicide Basin,JSBA2,Yes,Active,Alaska Division of Geological & Geophysical Surveys,,,Unknown,58.45944,-134.503889,1450,Unknown,Unknown,Unknown,Yes,Yes,No,No,No,No,Yes,Yes,National Weather Service,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Yes,Yes,Yes,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown
"Glacier Bay, Lester Island, 122",15,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.45969,-135.927,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Lester Island, 131",13,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.46011,-135.931,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Lester Island, 123",14,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.46011,-135.927,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Lester Island, 130",12,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.46056,-135.929,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Lester Island, 124",11,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.46091,-135.926,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Lester Island, 129",10,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.46118,-135.928,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Lester Island, 125",9,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.46165,-135.925,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Lester Island, 128",8,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.46168,-135.927,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Lester Island, 127",7,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.4623,-135.926,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Lester Island, 126",6,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.46236,-135.924,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Peterson, Bog, Pod 1",537,Unknown,Active,U.S. Forest Service,,,Juneau Carbon,58.46255,-134.751,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,David D'Amore,david.v.damore@usda.gov,Differentially corrected Trimble ProXT GPS points.
"Peterson, Bog, Pod 2",538,Unknown,Active,U.S. Forest Service,,,Juneau Carbon,58.46278,-134.751,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,David D'Amore,david.v.damore@usda.gov,Differentially corrected Trimble ProXT GPS points.
"Peterson, Bog, Pod 3",539,Unknown,Active,U.S. Forest Service,,,Juneau Carbon,58.46279,-134.751,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,David D'Amore,david.v.damore@usda.gov,Differentially corrected Trimble ProXT GPS points.
Glacier Highway at Cohen Drive,COHA2,Yes,Active,Alaska Department of Transportation,,,Alaska Road Weather Information System,58.46404,-134.7776,75,:03/33,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=COHA2&unit=0&time=LOCAL,Weather Station,Yes,Yes,No,No,No,No,Yes,Yes,National Weather Service,Yes,Yes,Yes,No,No,No,No,No,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,"Temp F, Dew Point F, Wet bulb temp F, Relative Humidity %, Wind Speed mph, Wind Gust mph, Wind Direction, Weather conditions, Visibility miles, Precipitation 10min in",https://www.weather.gov/wrh/timeseries?site=COHA2&hours=72,Unknown,Unknown,Unknown
"Peterson, Forested Wetland, Plot 1",523,Unknown,Active,U.S. Forest Service,,,Juneau Carbon,58.47057,-134.763,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,David D'Amore,david.v.damore@usda.gov,Differentially corrected Trimble ProXT GPS points.
"Peterson, Forested Wetland, Plot 2",524,Unknown,Active,U.S. Forest Service,,,Juneau Carbon,58.47111,-134.763,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,David D'Amore,david.v.damore@usda.gov,Differentially corrected Trimble ProXT GPS points.
"Peterson, Forested Wetland, Plot 3",525,Unknown,Active,U.S. Forest Service,,,Juneau Carbon,58.47142,-134.762,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,David D'Amore,david.v.damore@usda.gov,Differentially corrected Trimble ProXT GPS points.
"Glacier Bay, Young Island, 142",5,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.47872,-135.992,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Young Island, 141",4,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.47874,-135.994,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Young Island, 143",3,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.47926,-135.989,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Young Island, 145",2,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.48061,-135.984,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Young Island, 144",1,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.48074,-135.987,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Berg Bay, 108",154,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.50039,-136.149,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Berg Bay, 107",153,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.50171,-136.151,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Berg Bay, 106",152,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.50476,-136.152,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Berg Bay, 105",149,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.50658,-136.153,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Berg Bay, 104",146,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.5088,-136.153,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Berg Bay, 103",144,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.51057,-136.152,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Berg Bay, 102",141,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.51171,-136.151,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Glacier Bay, Berg Bay, 101",136,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.51223,-136.153,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Eagle River, Installation 106, Plot 3060",155,Unknown,Active,U.S. Forest Service,,,Taylor Even-Age Plot,58.5152,-134.797,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
Herbert River,HBRA2,Yes,Active,University of Alaska Southeast,,,Unknown,58.523888,-134.795,21,Unknown,Unknown,Stream Gauge,Yes,No,No,No,No,No,Unknown,Unknown,National Weather Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown
"Taku River, Moose Creek, 5",151,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.52975,-133.765,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Taku River, Moose Creek, 110",150,Unknown,Inactive,U.S. Forest Service,,,Spruce Beetle Plots,58.53027,-133.762,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Elizabeth Graham,elizabeth.e.graham@usda.gov,PLGR GPS
"Eagle River 2, Installation 44, Plot 3120",139,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),58.5304,-134.823,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Eagle River 2, Installation 44, Plot 3130",138,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),58.53051,-134.824,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Eagle River 2, Installation 44, Plot 3110",133,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),58.53092,-134.823,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
